lfdn;external_lfdn;tester;dispcode;lastpage;quality;duration;v_218;v_41;v_42;v_46;v_47;v_48;v_49;v_50;v_51;v_52;v_53;v_54;v_55;v_233;v_243;v_223;v_224;v_225;v_226;v_227;v_228;v_229;v_230;v_231;v_232;v_244;v_245;v_246;v_247;v_248;v_249;v_250;v_251;v_252;v_253;v_254;v_255;v_256;v_257;v_258;v_259;v_260;v_261;v_262;v_263;v_264;v_265;v_266;v_267;v_274;v_275;v_276;v_277;v_278;v_279;v_280;v_281;v_282;v_283;v_284;v_285;v_286;v_288;v_289;v_290;v_291;v_292;v_293;v_294;v_295;v_296;v_297;v_298;v_299;v_300;v_301;v_302;v_303;v_304;v_305;v_309;v_310;v_311;v_312;v_313;v_314;v_315;v_316;v_317;v_318;v_319;v_320;v_321;v_322;v_323;v_324;v_325;v_326;v_327;v_328;v_329;v_330;v_331;v_332;v_333;v_334;v_335;v_336;v_337;v_338;v_339;v_78;v_79;v_80;v_81;v_82;v_83;v_84;v_85;v_86;v_89;v_90;v_91;v_92;v_94;v_95
140;0;0;31;7015342;-77;264;0;-77;-77;-77;2;-77;3;-77;-77;-77;-77;5;-77;5;-77;-77;-77;-77;-77;-77;5;4;-77;-77;-77;-77;3;2;-77;6;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;5;-77;-77;6;4;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;2;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1
141;0;0;31;7015342;-77;212;0;-77;-77;-77;-77;3;-77;-77;-77;-77;5;-77;3;6;-77;3;-77;-77;-77;3;-77;-77;-77;-77;-77;7;-77;4;-77;-77;-77;-77;-77;-77;-77;-77;3;-77;-77;-77;-77;-77;7;-77;4;4;-77;-77;-77;2;2;1;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
144;0;0;31;7015342;-77;165;0;4;-77;-77;-77;-77;-77;1;-77;-77;-77;-77;4;-77;-77;1;-77;4;-77;-77;-77;7;-77;-77;-77;4;-77;-77;1;-77;-77;-77;-77;-77;-77;4;-77;-77;-77;-77;-77;4;-77;-77;1;-77;1;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;1;2;2;1;1;1;2;1;1;2;1;1;1;2;1;2;1;1;2;1;1;2;1;1;1;1;1;1;2;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
145;0;0;31;7015342;-77;126;0;4;-77;5;-77;-77;-77;-77;-77;-77;-77;4;-77;-77;-77;-77;-77;-77;4;6;-77;-77;6;-77;-77;-77;-77;-77;6;-77;5;5;-77;-77;-77;-77;-77;-77;5;-77;-77;-77;-77;5;-77;6;-77;5;-77;2;1;1;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0
146;0;0;31;7015342;-77;288;0;-77;-77;-77;-77;4;-77;-77;4;-77;4;-77;-77;4;-77;-77;5;-77;-77;-77;-77;-77;-77;-77;5;-77;-77;5;-77;-77;6;-77;-77;-77;-77;-77;2;-77;2;-77;-77;-77;-77;5;-77;5;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;2;2;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0
147;0;0;31;7015342;-77;312;0;5;-77;5;-77;-77;-77;-77;6;-77;-77;-77;-77;-77;-77;-77;-77;2;-77;-77;-77;5;-77;-77;5;-77;5;-77;-77;-77;-77;-77;4;-77;-77;-77;4;-77;-77;5;-77;6;-77;7;-77;7;-77;-77;-77;1;2;1;2;1;2;2;1;2;2;2;2;2;2;1;2;2;1;2;1;2;2;2;1;2;2;2;1;2;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
148;0;0;31;7015342;-77;242;0;-77;6;-77;4;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;3;-77;-77;5;-77;5;2;-77;-77;-77;-77;1;3;-77;-77;-77;-77;-77;-77;-77;3;-77;-77;-77;4;-77;4;-77;-77;5;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;2;2;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1
150;0;0;31;7015342;-77;282;0;-77;-77;-77;-77;5;-77;6;-77;5;-77;-77;-77;-77;4;-77;3;-77;-77;-77;-77;-77;-77;4;-77;4;-77;-77;3;-77;5;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;4;6;-77;-77;5;2;2;1;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
151;0;0;31;7015342;-77;205;0;-77;-77;-77;-77;-77;-77;-77;3;5;-77;-77;3;2;-77;3;-77;-77;1;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;1;-77;2;-77;-77;-77;3;-77;3;-77;3;-77;-77;-77;-77;3;5;-77;-77;-77;2;2;1;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1
152;0;0;31;7015342;-77;231;0;-77;-77;-77;-77;-77;-77;7;-77;-77;2;4;-77;5;-77;-77;1;-77;4;-77;-77;-77;-77;-77;-77;4;-77;-77;-77;-77;-77;-77;-77;4;-77;-77;4;-77;-77;-77;1;4;-77;7;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;2;1;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1
154;0;0;31;7015342;-77;479;0;4;-77;-77;4;-77;-77;-77;-77;5;-77;-77;-77;-77;-77;-77;-77;6;-77;5;-77;-77;-77;-77;3;3;-77;-77;-77;-77;-77;4;-77;-77;-77;-77;3;-77;-77;-77;5;5;-77;-77;3;-77;3;-77;-77;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;2;1;2;1;1;1;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
153;0;0;31;7015342;-77;116;0;-77;-77;4;-77;-77;4;-77;-77;1;-77;-77;-77;-77;7;-77;-77;-77;-77;-77;7;-77;-77;7;-77;-77;-77;-77;1;-77;1;-77;7;-77;-77;-77;-77;-77;7;-77;-77;-77;-77;7;-77;-77;4;7;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;1;1;1;1;2;2;2;1;2;1;2;1;2;1;2;2;1;2;1;2;2;1;1;2;2;2;2;1;1;2;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0
155;0;0;31;7015342;-77;98;0;-77;-77;4;-77;-77;-77;-77;7;-77;-77;4;-77;-77;4;-77;-77;-77;1;-77;-77;4;-77;-77;-77;-77;-77;-77;4;7;-77;-77;1;-77;-77;-77;-77;-77;4;-77;-77;-77;-77;7;-77;1;-77;7;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;2;1;2;2;1;1;2;1;1;1;2;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1
156;0;0;31;7015342;-77;199;0;-77;-77;-77;-77;-77;4;-77;3;5;-77;-77;-77;-77;5;-77;2;-77;-77;-77;-77;-77;-77;-77;5;-77;-77;5;-77;-77;-77;6;-77;-77;4;-77;-77;-77;6;-77;-77;7;-77;-77;1;-77;-77;5;-77;2;1;1;2;1;2;1;1;2;2;2;2;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1
158;0;0;31;7015342;-77;338;0;-77;-77;-77;-77;-77;4;5;-77;-77;5;-77;-77;3;-77;6;-77;-77;-77;-77;-77;-77;-77;-77;2;-77;-77;6;-77;-77;-77;-77;6;2;-77;-77;-77;2;-77;-77;-77;3;-77;6;-77;-77;-77;-77;4;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;2;2;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1
159;0;0;31;7015342;-77;397;0;-77;5;-77;-77;-77;-77;4;-77;-77;6;-77;-77;-77;-77;4;-77;-77;4;-77;-77;-77;-77;-77;3;-77;6;-77;-77;-77;4;6;-77;-77;-77;-77;-77;-77;-77;-77;5;-77;-77;6;-77;6;-77;-77;4;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;2;1;2;1;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
160;0;0;31;7015342;-77;260;0;-77;-77;-77;4;-77;-77;1;-77;4;-77;-77;-77;1;-77;-77;-77;2;-77;-77;-77;-77;-77;-77;1;1;-77;4;-77;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;1;-77;4;-77;1;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
162;0;0;31;7015342;-77;395;0;-77;-77;-77;-77;-77;3;6;-77;7;-77;-77;-77;4;-77;-77;5;-77;-77;-77;-77;-77;-77;-77;3;-77;4;-77;-77;-77;-77;7;-77;-77;6;-77;-77;-77;-77;-77;5;-77;2;-77;7;-77;-77;-77;2;2;2;1;2;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1
161;0;0;31;7015342;-77;284;0;-77;-77;6;-77;-77;-77;4;-77;6;-77;-77;-77;2;-77;-77;-77;4;-77;-77;-77;-77;-77;-77;4;5;-77;-77;-77;-77;6;6;-77;-77;-77;-77;-77;-77;-77;-77;5;-77;-77;6;-77;4;-77;-77;6;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0
164;0;0;31;7015342;-77;288;0;-77;-77;5;-77;-77;-77;-77;4;-77;2;-77;-77;-77;5;-77;-77;3;-77;-77;-77;-77;-77;-77;3;-77;-77;-77;6;-77;3;-77;-77;-77;5;-77;-77;3;-77;-77;-77;-77;-77;5;-77;-77;-77;-77;5;2;2;1;2;1;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1
165;0;0;31;7015342;-77;186;0;4;-77;-77;5;1;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;1;-77;3;6;-77;-77;-77;-77;-77;-77;4;-77;1;-77;2;-77;-77;-77;7;-77;7;-77;-77;-77;1;-77;-77;-77;1;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;2;2;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1
167;0;0;31;7015342;-77;214;0;2;-77;-77;3;-77;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;1;-77;1;-77;-77;2;-77;-77;-77;-77;3;-77;7;-77;-77;-77;-77;1;-77;5;-77;6;-77;-77;5;-77;-77;6;-77;-77;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1
166;0;0;31;7015342;-77;336;0;-77;-77;-77;4;-77;3;-77;-77;-77;-77;-77;5;-77;6;-77;-77;-77;-77;2;-77;5;-77;-77;-77;-77;-77;-77;3;-77;1;-77;-77;-77;7;-77;-77;4;-77;-77;-77;-77;-77;7;-77;-77;-77;5;-77;2;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
168;0;0;31;7015342;-77;251;0;-77;6;-77;-77;2;-77;-77;-77;-77;-77;4;-77;-77;-77;-77;5;-77;-77;5;-77;5;-77;-77;-77;-77;-77;5;-77;-77;-77;-77;5;5;-77;-77;-77;5;-77;-77;-77;-77;4;-77;3;-77;-77;5;-77;2;1;1;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1
171;0;0;31;7015342;-77;211;0;4;-77;-77;-77;-77;5;-77;-77;-77;-77;-77;5;-77;-77;-77;7;-77;-77;6;-77;-77;6;-77;-77;-77;-77;6;-77;-77;-77;-77;7;-77;5;-77;-77;7;-77;-77;-77;-77;7;-77;7;-77;-77;7;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1
173;0;0;31;7015342;-77;294;0;-77;-77;-77;-77;6;-77;-77;7;-77;3;-77;-77;-77;5;-77;5;-77;-77;-77;-77;-77;-77;-77;4;-77;3;-77;-77;-77;7;7;-77;-77;-77;-77;-77;-77;-77;6;-77;-77;-77;7;-77;-77;5;5;-77;2;2;1;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
174;0;0;31;7015342;-77;219;0;-77;-77;-77;-77;-77;1;7;-77;-77;-77;-77;4;1;-77;-77;4;-77;-77;-77;-77;-77;4;-77;-77;4;-77;-77;-77;1;-77;-77;-77;-77;4;-77;-77;-77;-77;-77;4;-77;-77;7;-77;-77;-77;-77;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
175;0;0;31;7015342;-77;168;0;-77;-77;5;-77;-77;-77;7;-77;-77;2;-77;-77;1;-77;-77;-77;4;-77;-77;-77;-77;-77;-77;4;-77;-77;7;-77;7;-77;-77;-77;-77;-77;-77;5;5;-77;-77;-77;-77;-77;5;-77;1;-77;-77;-77;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1
176;0;0;31;7015342;-77;196;0;-77;4;-77;-77;7;-77;-77;4;-77;-77;-77;-77;-77;-77;4;-77;-77;-77;-77;-77;3;-77;5;-77;-77;-77;-77;-77;-77;4;6;-77;4;-77;-77;-77;-77;4;-77;1;-77;-77;7;-77;-77;-77;-77;6;2;2;2;2;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;1;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
179;0;0;31;7015342;-77;134;0;-77;7;-77;-77;-77;4;-77;-77;4;-77;-77;-77;-77;-77;4;-77;-77;-77;4;-77;-77;-77;4;-77;-77;7;-77;-77;-77;-77;-77;-77;7;-77;-77;7;-77;-77;4;-77;-77;4;7;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
180;0;0;31;7015342;-77;194;0;7;-77;-77;-77;4;-77;7;-77;-77;-77;-77;-77;-77;-77;7;-77;-77;-77;-77;-77;-77;7;7;-77;7;-77;-77;-77;-77;7;-77;7;-77;-77;-77;-77;-77;-77;-77;7;-77;-77;7;-77;7;-77;7;-77;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1
181;0;0;31;7015342;-77;178;0;-77;-77;4;-77;-77;7;-77;-77;-77;-77;6;-77;-77;4;-77;-77;-77;-77;-77;3;-77;5;-77;-77;4;-77;5;-77;-77;-77;-77;-77;-77;-77;-77;3;-77;-77;-77;-77;5;-77;-77;5;-77;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1
182;0;0;31;7015342;-77;214;0;7;-77;-77;4;-77;-77;-77;-77;-77;4;-77;-77;-77;-77;-77;-77;-77;1;-77;1;-77;-77;-77;4;5;-77;-77;-77;-77;1;-77;-77;3;-77;-77;-77;-77;-77;5;-77;-77;-77;-77;2;-77;-77;-77;3;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;2;2;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1
183;0;0;31;7015342;-77;145;0;5;-77;-77;3;-77;-77;-77;-77;3;-77;-77;-77;-77;-77;-77;-77;1;-77;-77;4;-77;-77;3;-77;4;-77;-77;-77;-77;-77;5;-77;-77;4;-77;-77;-77;-77;-77;3;3;-77;-77;3;-77;-77;-77;3;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;2;2;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
184;0;0;31;7015342;-77;173;0;1;-77;-77;1;-77;-77;-77;1;-77;-77;-77;-77;-77;-77;-77;-77;1;-77;-77;-77;-77;1;-77;1;-77;1;-77;4;-77;-77;-77;-77;-77;-77;4;-77;-77;-77;-77;-77;1;-77;-77;7;7;-77;-77;-77;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
185;0;0;31;7015342;-77;190;0;-77;-77;4;-77;-77;7;-77;-77;4;-77;-77;-77;-77;7;-77;-77;-77;-77;1;-77;-77;-77;1;-77;-77;-77;-77;-77;4;-77;-77;-77;4;-77;-77;1;1;-77;-77;1;-77;-77;1;-77;-77;-77;-77;-77;2;2;1;2;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
186;0;0;31;7015342;-77;176;0;-77;-77;3;-77;-77;-77;-77;5;-77;4;-77;-77;2;-77;-77;-77;-77;3;-77;-77;-77;-77;3;-77;-77;7;-77;-77;-77;-77;4;-77;-77;6;-77;-77;-77;-77;6;-77;-77;6;-77;5;-77;-77;-77;3;2;2;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
187;0;0;32;7015342;-77;-1;0;1;-77;-77;-77;-77;4;-77;-77;-77;-77;1;-77;-77;-77;-77;4;-77;-77;1;-77;5;-77;-77;-77;1;-77;-77;-77;-77;-77;4;-77;-77;5;-77;-77;-77;-77;4;-77;1;-77;-77;3;-77;-77;-77;3;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;2;2;2;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1
189;0;0;31;7015342;-77;260;0;-77;3;-77;5;-77;-77;-77;-77;-77;-77;6;-77;-77;-77;-77;-77;-77;6;4;-77;5;-77;-77;-77;-77;2;-77;-77;-77;3;-77;-77;6;-77;-77;-77;-77;-77;-77;7;-77;-77;6;-77;-77;-77;5;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;2;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1
192;0;0;31;7015342;-77;331;0;-77;5;-77;7;-77;-77;-77;-77;-77;4;-77;-77;-77;-77;-77;-77;3;-77;6;-77;-77;-77;-77;6;-77;-77;-77;7;-77;2;-77;-77;-77;6;-77;-77;-77;4;-77;-77;-77;-77;-77;5;-77;-77;4;-77;2;1;1;2;1;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
